FeatureID	EOSC_1	EOSC_10	EOSC_100	EOSC_102	EOSC_103	EOSC_105	EOSC_106	EOSC_108	EOSC_109	EOSC_111	EOSC_113	EOSC_114	EOSC_115	EOSC_116	EOSC_119	EOSC_12	EOSC_121	EOSC_123	EOSC_124	EOSC_125	EOSC_126	EOSC_128	EOSC_129	EOSC_13	EOSC_130	EOSC_131	EOSC_132	EOSC_133	EOSC_134	EOSC_135	EOSC_136	EOSC_139	EOSC_14	EOSC_140	EOSC_141	EOSC_145	EOSC_146	EOSC_147	EOSC_148	EOSC_149	EOSC_15	EOSC_150	EOSC_151	EOSC_152	EOSC_153	EOSC_154	EOSC_155	EOSC_158	EOSC_16	EOSC_160	EOSC_161	EOSC_162	EOSC_163	EOSC_164	EOSC_165	EOSC_166	EOSC_167	EOSC_168	EOSC_169	EOSC_17	EOSC_170	EOSC_171	EOSC_175	EOSC_176	EOSC_177	EOSC_179	EOSC_180	EOSC_182	EOSC_183	EOSC_184	EOSC_185	EOSC_187	EOSC_188	EOSC_189	EOSC_190	EOSC_191	EOSC_192	EOSC_194	EOSC_195	EOSC_197	EOSC_198	EOSC_199	EOSC_2	EOSC_20	EOSC_202	EOSC_204	EOSC_206	EOSC_207	EOSC_208	EOSC_21	EOSC_210	EOSC_212	EOSC_213	EOSC_215	EOSC_218	EOSC_219	EOSC_220	EOSC_221	EOSC_222	EOSC_223	EOSC_225	EOSC_226	EOSC_227	EOSC_228	EOSC_23	EOSC_230	EOSC_231	EOSC_232	EOSC_233	EOSC_234	EOSC_235	EOSC_236	EOSC_237	EOSC_238	EOSC_239	EOSC_24	EOSC_241	EOSC_242	EOSC_243	EOSC_244	EOSC_245	EOSC_246	EOSC_247	EOSC_248	EOSC_249	EOSC_250	EOSC_251	EOSC_252	EOSC_254	EOSC_255	EOSC_256	EOSC_258	EOSC_259	EOSC_26	EOSC_260	EOSC_261	EOSC_262	EOSC_263	EOSC_264	EOSC_265	EOSC_266	EOSC_267	EOSC_268	EOSC_269	EOSC_27	EOSC_271	EOSC_272	EOSC_273	EOSC_274	EOSC_276	EOSC_277	EOSC_28	EOSC_281	EOSC_283	EOSC_284	EOSC_285	EOSC_286	EOSC_29	EOSC_3	EOSC_30	EOSC_31	EOSC_32	EOSC_33	EOSC_34	EOSC_35	EOSC_36	EOSC_37	EOSC_38	EOSC_39	EOSC_4	EOSC_42	EOSC_43	EOSC_45	EOSC_46	EOSC_47	EOSC_48	EOSC_5	EOSC_50	EOSC_51	EOSC_53	EOSC_54	EOSC_55	EOSC_56	EOSC_57	EOSC_59	EOSC_6	EOSC_60	EOSC_61	EOSC_65	EOSC_67	EOSC_68	EOSC_69	EOSC_7	EOSC_71	EOSC_72	EOSC_75	EOSC_76	EOSC_77	EOSC_78	EOSC_80	EOSC_81	EOSC_82	EOSC_85	EOSC_86	EOSC_90	EOSC_91	EOSC_92	EOSC_93	EOSC_95	EOSC_97	EOSC_99
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Aquabacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Brachymonas	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	69	0	0	0	0	101	0	0	0	938	119	0	0	0	0	0	0	0	0	0	0	160	0	0	8	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	39	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Caenimonas	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas	16	0	0	0	0	0	43	0	0	43	0	0	95	96	0	17	0	0	687	0	3	0	2	52	83	118	0	0	3	0	0	0	17	0	4	2	0	4141	4	11	96	531	312	14	58	0	0	0	0	40	0	62	8	395	0	0	6	0	0	0	17	0	16	114	5	14	58	21	77	79	52	0	103	2442	0	67	0	529	83	10	0	421	4	0	0	85	35	14	688	19	19	0	0	0	23	7	0	16	21	0	0	0	4	0	0	50	5	278	0	0	0	31	73	72	0	0	0	0	0	0	103	133	2	0	0	26	0	0	6	5	0	17	10	0	18	0	204	269	16	235	0	9	0	0	0	56	12	115	107	0	36	6	120	0	48	435	80	0	0	0	330	0	0	7	0	5	54	3	0	0	210	124	80	3	0	0	0	61	6	0	0	83	0	0	0	0	0	0	52	10	89	34	0	14	0	0	76	0	0	0	7	76	0	1313	0	0	0	0	0	4	19
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	5	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Ottowia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Hydrogenophilaceae; Tepidiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	5	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Alysiella	22	0	132	0	0	0	0	82	0	0	0	0	0	80	11	0	25	0	312	0	0	0	0	17	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	23	0	0	0	0	0	78	0	28	0	477	0	0	0	0	45	30	145	0	97	0	137	0	38	53	31	16	30	17	97	0	207	18	17	76	81	81	413	0	0	26	0	0	0	58	0	52	55	0	444	184	179	0	332	34	25	370	6	0	39	0	0	7	0	0	0	200	0	0	0	0	0	8	0	161	0	0	56	0	0	0	37	20	33	0	0	0	0	21	24	0	181	81	0	0	33	27	0	36	0	20	0	0	12	0	0	33	99	14	27	13	9	0	39	431	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	49	0	0	0	44	0	0	16	0	0	0	0	0	54	0	0	0	0	0	12	12	0	0	0	0	108	0	0	0	89	21	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Conchiformibius	124	0	0	0	0	0	0	31	0	0	0	17	0	165	0	34	0	0	37	0	0	0	0	44	8	21	0	0	679	0	11	12	303	0	0	0	0	18	39	0	0	11	726	0	7	0	17	0	0	42	93	18	547	887	0	75	171	0	0	23	38	0	0	66	0	25	232	326	0	287	0	0	638	864	28	124	76	918	107	13	0	544	0	0	0	298	42	0	824	0	31	81	0	0	14	12	17	12	6	0	0	0	9	170	0	108	0	0	0	0	0	120	0	94	0	0	0	0	50	0	0	0	0	0	0	0	0	5	153	0	0	31	0	0	207	36	251	478	94	686	0	0	0	0	0	0	0	357	0	6	158	27	147	7	66	1012	50	0	21	0	270	0	0	17	0	0	67	297	0	0	16	87	0	0	0	0	0	108	0	0	0	0	0	0	16	0	0	0	0	172	565	0	0	0	0	13	47	0	137	0	39	0	0	417	90	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Eikenella	0	0	0	9	0	450	25	11	0	341	9	0	1041	136	0	667	9	44	334	0	102	447	57	170	755	813	39371	168	26	16	6	60	124	0	205	66	0	266	24	40	16	145	15	9	42	0	11	0	25	0	11	212	35	22	0	0	49	0	13	43	0	0	97	43	48	44	38	51	0	48	126	0	38	62	20	198	82	117	244	47	0	100	19	33	23	60	24	0	142	94	95	25	25	19	77	19	0	36	8	145	0	0	0	93	211	82	42	14	0	30	13	102	15	102	39	178	0	0	467	24	128	164	110	16	52	87	7	9	0	0	0	60	249	35	12	0	28	43	0	71	15	13	0	16	7	0	0	36	103	0	0	58	18	19	22	99	26	94	34	53	273	0	136	218	0	101	140	12	0	211	148	122	75	177	0	13	13	141	12	0	11	478	0	11	111	0	0	0	226	8	185	12	188	37	0	69	45	0	0	124	0	60	8	102	0	0	15	0	0	0	33
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Kingella	0	0	0	7	19	0	0	15	0	0	0	41	0	0	39	36	36	0	0	0	80	0	9	12	0	0	8582	0	526	0	0	10	0	0	16	0	0	0	85	60	0	0	209	48	0	0	64	59	0	0	47	9	145	235	40	0	27	27	66	94	0	39	63	137	19	33	20	84	239	193	110	0	0	19	0	0	0	25	10	48	10	15	0	8	0	26	82	13	21	0	0	0	32	0	0	0	0	73	63	0	0	32	0	0	0	121	130	30	0	0	81	0	0	120	73	0	0	0	44	0	26	56	0	0	0	0	0	0	88	36	36	0	13	0	55	7	78	40	5	40	7	67	0	12	0	18	0	206	187	21	0	0	30	78	0	86	9	0	0	0	10	0	66	98	0	416	0	21	0	47	289	46	52	0	0	10	0	13	0	0	0	5	0	33	0	0	13	0	45	52	0	44	0	0	0	31	21	0	0	0	19	0	0	0	0	0	0	0	0	0	220
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; NA	579	0	64	0	0	0	0	0	0	126	0	0	129	373	0	328	0	0	4671	0	181	210	0	383	86	206	0	0	416	0	0	173	75	379	194	0	0	934	291	210	73	751	1106	141	93	0	0	15	0	11	132	712	476	1239	0	0	212	0	18	0	0	0	215	47	106	520	216	239	172	474	185	32	105	1359	0	190	64	352	787	35	0	209	61	185	53	270	160	37	346	17	115	250	140	113	94	33	56	312	82	32	0	0	29	3078	0	1107	0	387	0	0	19	1280	38	1068	14	288	0	0	0	0	140	142	4	0	53	0	0	0	71	132	78	126	432	181	54	0	279	583	101	740	0	0	0	0	0	60	14	586	129	128	68	0	320	256	13	476	187	0	53	104	317	0	43	419	0	231	67	1231	0	0	771	347	0	0	5	0	0	821	100	0	0	91	0	36	33	0	0	0	26	83	102	44	0	36	0	360	215	63	0	0	201	0	0	217	25	0	0	55	0	0	40
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Neisseria	5561	0	3057	226	4845	6179	1241	14063	0	6002	5141	422	23207	22455	9625	5402	599	182	18865	2804	12567	6574	336	15979	12235	19246	250	2992	33061	3732	1330	4314	9528	3338	10050	1976	0	68605	12089	10677	6910	61866	16889	6803	10290	1059	5138	975	1001	3200	784	9681	3232	20019	5232	1458	10411	1886	1964	1411	12388	3132	5002	10015	2517	12026	14447	15267	8148	12173	6111	1796	19635	26801	3761	32563	13898	33687	13870	8506	503	25475	9	1090	1262	20749	13228	2136	33192	6034	4909	13246	2197	3062	3701	3025	4925	5170	5019	2219	4255	13108	366	30540	18303	23587	1864	25349	324	740	32450	24717	2229	19983	1769	16190	2541	1205	32716	1675	16598	31017	10742	8395	11271	10610	2588	4901	8875	10682	9750	16510	19623	7388	13669	511	16335	27209	4668	35692	3256	13515	56	2843	10709	567	65504	15647	7557	4990	10052	2823	11741	2588	2947	43098	7773	669	1462	4593	44495	310	25557	4607	3349	13023	3785	11750	2624	3164	11503	11086	5571	615	75	2336	4460	12362	3546	0	840	4023	2323	7842	6995	614	42	21519	73	9288	16247	2716	5725	2452	975	2346	18314	3009	2475	241	5226	19858	121	18512	2125	2632	3189	1409	866	83	32
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Simonsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	47	0	0	10	0	32	0	0	0	0	0	0	26	0	46	0	17	0	0	0	0	0	0	0	0	0	21	0	0	30	216	0	0	35	0	63	72	0	377	60	179	63	0	0	73	0	0	0	48	36	0	117	0	309	176	44	0	248	16	173	71	0	0	133	0	0	0	0	256	0	0	0	0	11	0	0	255	0	0	0	0	25	0	0	0	90	33	0	0	18	10	448	246	266	125	0	0	681	0	45	211	0	237	13	110	0	14	0	23	0	13	52	46	45	0	61	0	0	189	43	0	0	0	0	0	0	0	0	0	0	13	0	0	0	110	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	28	12	0	0	0	0	0	0	0	0	17	0	0	0	0	44	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Herbaspirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	17	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	6	0	0	0	0	0	0	0	0	0	5	0	14	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	18	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Rhodocyclaceae; Propionivibrio	0	0	0	14	0	0	0	3	0	0	0	0	5	9	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	15	0	4	0	0	0	0	0	12	0	6	11	0	0	5	0	0	0	0	0	0	11	0	12	7	0	6	0	0	0	0	0	0	9	0	0	15	0	0	0	54	0	0	0	0	0	0	0	0	0	0	18	0	6	4	16	7	6	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	14	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Sutterellaceae; Sutterella	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Cardiobacteriales; Cardiobacteriaceae; Cardiobacterium	30	0	67	0	0	0	53	108	0	118	0	0	187	423	0	24	5	0	308	0	259	278	115	107	97	94	12	0	789	208	29	147	41	850	176	24	0	37	222	17	79	103	162	10	0	0	139	0	8	0	5	98	109	176	31	17	172	21	0	38	47	12	16	249	14	186	78	171	243	74	58	58	214	598	18	422	193	586	107	22	0	414	14	1268	0	80	19	12	575	81	98	24	17	6	68	8	29	48	40	0	47	20	6	69	91	143	11	231	0	0	68	76	19	180	13	172	0	27	106	5	187	281	39	38	14	27	12	17	64	16	3	92	618	34	211	31	197	293	50	368	0	54	0	0	129	48	2	102	151	108	92	204	166	88	143	432	54	0	35	69	370	0	942	38	56	58	30	0	0	170	239	217	411	475	0	17	53	283	0	0	0	161	0	0	53	0	0	0	65	54	63	55	118	556	18	216	94	90	44	0	136	380	0	134	0	0	113	63	113	10	28
Bacteria; Proteobacteria; Gammaproteobacteria; Cardiobacteriales; Cardiobacteriaceae; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	12	0	77	0	0	0	62	0	0	0	0	0	0	79	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	19	190	30	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Cardiobacteriales; Cardiobacteriaceae; Suttonella	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	70	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Aeromonadaceae; Aeromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	45	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia-Shigella	71	84	54	53	9	53	52	0	217	128	0	57	0	10	0	16	52	64	3	80	22	0	8	14	5	23	33	7	32	48	44	52	0	78	4	12	132	29	9	3	2	6	7	5	67	48	9	111	0	16	20	4	25	23	10	146	20	71	14	21	3	57	65	21	2	42	4	16	24	8	5	62	26	0	99	3	86	6	8	89	24	3	24	57	88	17	10	33	11	63	5	60	16	15	4	15	48	59	28	235	127	117	10	23	6	76	0	194	0	110	14	33	14	37	4	0	153	85	0	0	17	7	44	7	30	120	30	26	32	2	33	59	6	16	47	236	26	16	0	33	19	6	179	123	31	38	7	17	12	135	19	42	0	12	2	33	0	84	41	74	6	57	10	0	26	4	0	0	106	52	4	2	120	7	415	8	35	21	19	119	0	0	122	0	0	143	5	0	0	36	3	37	4	18	22	4	4	49	70	391	17	68	286	39	94	2	24	217	136	11	13
Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	0	16	0	0	0	77	66	2	32	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	12	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	64	96	0	0	60	0	0	0	0	4	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	9	0	37	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	136	6	0	0	0	285	0	0	0	8	0	0	92	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2563	0	0	321	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821	0	0	0	0	0	0	0
